citeseer_sub_10720.gra,10720,88516,sequential,35,151671,74457,74373,2840,
citeseer_sub_10720.gra,10720,88516,sequential,35,138789,66774,69269,2745,
citeseer_sub_10720.gra,10720,88516,sequential,33,140171,69055,68632,2483,
citeseer_sub_10720.gra,10720,88516,sequential,33,142800,73760,66658,2382,
citeseer_sub_10720.gra,10720,88516,sequential,33,141915,71601,68018,2295,
citeseerx.gra,6540401,30022520,sequential,118,143807812,59935320,82739378,1133113,
citeseerx.gra,6540401,30022520,sequential,121,150126261,60578738,88404877,1142645,
citeseerx.gra,6540401,30022520,sequential,118,147968277,60375812,86467532,1124933,
citeseerx.gra,6540401,30022520,sequential,118,145238270,60879535,83189375,1169358,
citeseerx.gra,6540401,30022520,sequential,119,145582818,60459883,83939777,1183156,
cuda.gra,7,16,sequential,2,2450,332,169,1947,
cuda.gra,7,16,sequential,2,857,299,176,381,
cuda.gra,7,16,sequential,2,923,330,197,395,
cuda.gra,7,16,sequential,2,936,332,199,404,
cuda.gra,7,16,sequential,2,940,337,198,404,
ecoo_dag_uniq.gra,12620,27150,sequential,9,112198,86831,22543,2823,
ecoo_dag_uniq.gra,12620,27150,sequential,9,113030,87833,22508,2688,
ecoo_dag_uniq.gra,12620,27150,sequential,9,112545,88014,21736,2795,
ecoo_dag_uniq.gra,12620,27150,sequential,9,112990,88626,21941,2421,
ecoo_dag_uniq.gra,12620,27150,sequential,9,119362,93112,22988,3261,
go_sub_6793.gra,6793,26722,sequential,13,75684,52333,21461,1889,
go_sub_6793.gra,6793,26722,sequential,13,68479,45160,21531,1788,
go_sub_6793.gra,6793,26722,sequential,13,68148,45134,21295,1718,
go_sub_6793.gra,6793,26722,sequential,13,66399,45328,19401,1669,
go_sub_6793.gra,6793,26722,sequential,13,63003,41826,19444,1732,
go_uniprot.gra,6967956,69540470,sequential,152,270900695,49544268,220128229,1228197,
go_uniprot.gra,6967956,69540470,sequential,143,281952723,49153113,231523763,1275846,
go_uniprot.gra,6967956,69540470,sequential,142,284438868,49336616,233776516,1325735,
go_uniprot.gra,6967956,69540470,sequential,146,264569329,49164514,214164575,1240239,
go_uniprot.gra,6967956,69540470,sequential,140,277906650,49152375,227495694,1258581,
human_dag_uniq.gra,38811,79632,sequential,8,343200,276249,58255,8695,
human_dag_uniq.gra,38811,79632,sequential,8,356201,289661,60350,6189,
human_dag_uniq.gra,38811,79632,sequential,8,390186,309646,72372,8167,
human_dag_uniq.gra,38811,79632,sequential,8,343281,274392,61637,7251,
human_dag_uniq.gra,38811,79632,sequential,8,348137,278145,62636,7354,
kegg_dag_uniq.gra,3617,8790,sequential,6,26885,18869,6776,1240,
kegg_dag_uniq.gra,3617,8790,sequential,6,30226,20999,8042,1184,
kegg_dag_uniq.gra,3617,8790,sequential,6,29349,20493,7727,1128,
kegg_dag_uniq.gra,3617,8790,sequential,6,27556,19229,7273,1053,
kegg_dag_uniq.gra,3617,8790,sequential,6,28018,19037,7773,1206,
mtbrv_dag_uniq.gra,9602,20876,sequential,8,86941,66847,18027,2066,
mtbrv_dag_uniq.gra,9602,20876,sequential,8,89086,69081,17891,2113,
mtbrv_dag_uniq.gra,9602,20876,sequential,8,96152,73985,19894,2272,
mtbrv_dag_uniq.gra,9602,20876,sequential,8,85654,66105,17559,1990,
mtbrv_dag_uniq.gra,9602,20876,sequential,8,95967,74747,19200,2019,
nasa_dag_uniq.gra,5605,13076,sequential,7,48685,35496,11651,1537,
nasa_dag_uniq.gra,5605,13076,sequential,7,44794,33185,10293,1315,
nasa_dag_uniq.gra,5605,13076,sequential,8,44627,32098,11199,1329,
nasa_dag_uniq.gra,5605,13076,sequential,8,43309,31646,10337,1325,
nasa_dag_uniq.gra,5605,13076,sequential,8,44981,32660,10884,1437,
pubmed_sub_9000-1.gra,9000,80056,sequential,54,154865,70094,82486,2284,
pubmed_sub_9000-1.gra,9000,80056,sequential,54,153845,71387,80499,1958,
pubmed_sub_9000-1.gra,9000,80056,sequential,54,164277,70493,91508,2275,
pubmed_sub_9000-1.gra,9000,80056,sequential,54,164974,76904,85797,2272,
pubmed_sub_9000-1.gra,9000,80056,sequential,54,163121,77071,83947,2103,
uniprotenc_100m.scc.gra,16087295,32174586,sequential,6,94304276,59425191,32409785,2469299,
uniprotenc_100m.scc.gra,16087295,32174586,sequential,6,104271436,60426283,41101894,2743259,
uniprotenc_100m.scc.gra,16087295,32174586,sequential,6,102618764,60215869,39544513,2858381,
uniprotenc_100m.scc.gra,16087295,32174586,sequential,6,103394765,59629387,40722106,3043271,
uniprotenc_100m.scc.gra,16087295,32174586,sequential,6,106114309,59604200,43766807,2743301,
